Library,Count,% Over total
@rpath/libideviceactivation-1.0.2.dylib,1,0.00%
@rpath/libcrypto.3.dylib,1,0.00%
/opt/local/lib/libplist-2.0.4.dylib,1,0.00%
/usr/local/opt/libuv/lib/libuv.1.dylib,1,0.00%
/usr/lib/swift/libswiftPhotosUI.dylib,1,0.00%
/opt/local/lib/libboost_unit_test_framework-mt.dylib,1,0.00%
/opt/local/lib/libzmq.5.dylib,1,0.00%
/System/Library/Frameworks/PhotosUI.framework/PhotosUI,1,0.00%
@loader_path/../../../../opt/guile/lib/libguile-3.0.1.dylib,1,0.00%
@loader_path/../../../../opt/gmime/lib/libgmime-3.0.0.dylib,1,0.00%
@loader_path/../../../../opt/glib/lib/libgobject-2.0.0.dylib,1,0.00%
@loader_path/../../../../opt/glib/lib/libglib-2.0.0.dylib,1,0.00%
@loader_path/../../../../opt/glib/lib/libgio-2.0.0.dylib,1,0.00%
/opt/local/lib/libaircrack-osdep-1.6.0.dylib,1,0.00%
/usr/local/opt/zlib/lib/libz.1.dylib,1,0.00%
@rpath/Dragon.framework/Versions/A/Dragon,1,0.00%
@executable_path/../Framework/QtWidgets.framework/Versions/5/QtWidgets,1,0.00%
@executable_path/../Framework/QtNetwork.framework/Versions/5/QtNetwork,1,0.00%
@executable_path/../Framework/QtGui.framework/Versions/5/QtGui,1,0.00%
@executable_path/../Framework/QtCore.framework/Versions/5/QtCore,1,0.00%
/usr/local/lib/libzip.2.dylib,1,0.00%
/usr/local/opt/libplist/lib/libplist.3.dylib,1,0.00%
@executable_path/../Resources/liblua.dylib,1,0.00%
@executable_path/../Resources/libprotobuf.8.dylib,1,0.00%
/opt/local/lib/libncurses.6.dylib,1,0.00%
/opt/local/lib/libusb-1.0.0.dylib,1,0.00%
@executable_path/../Frameworks/Paddle.framework/Versions/A/Paddle,1,0.00%
@executable_path/libedit.3.dylib,1,0.00%
@executable_path/libimobiledevice-glue-1.0.0.dylib,1,0.00%
/usr/local/opt/zstd/lib/libzstd.1.dylib,1,0.00%
/usr/local/opt/rtmpdump/lib/librtmp.1.dylib,1,0.00%
/usr/local/lib/libnghttp2.14.dylib,1,0.00%
@executable_path/libirecovery-1.0.3.dylib,1,0.00%
@executable_path/../Frameworks/MobileDevice.framework/MobileDevice,1,0.00%
@rpath/libAnyToAndroidLib.dylib,1,0.00%
@loader_path/../../../../opt/xapian/lib/libxapian.30.dylib,1,0.00%
/usr/local/opt/protobuf/lib/libprotobuf.21.dylib,1,0.00%
@executable_path/../Frameworks/PDFMacMasterNotes.framework/Versions/A/PDFMacMasterNotes,1,0.00%
@loader_path/libcrypto.1.0.0.dylib,1,0.00%
/System/Library/Frameworks/PDFKit.framework/PDFKit,1,0.00%
/usr/local/lib/QtCore.framework/Versions/4/QtCore,1,0.00%
/usr/local/lib/QtGui.framework/Versions/4/QtGui,1,0.00%
/usr/local/lib/QtNetwork.framework/Versions/4/QtNetwork,1,0.00%
@executable_path/../Frameworks/libboost_iostreams.dylib,1,0.00%
/usr/local/lib/libboost_chrono-mt.dylib,1,0.00%
@loader_path/../Frameworks/BWToolkitFramework.framework/Versions/A/BWToolkitFramework,1,0.00%
/usr/local/lib/libgcc_s.1.dylib,1,0.00%
/usr/local/lib/libgomp.1.dylib,1,0.00%
/usr/local/lib/libstdc++.6.dylib,1,0.00%
@executable_path/hwloc/lib/libhwloc.12.dylib,1,0.00%
/opt/local/lib/libpcre2-8.0.dylib,1,0.00%
@loader_path/libplist.dylib,1,0.00%
/usr/local/lib/libirecovery.3.dylib,1,0.00%
@loader_path/libssl.1.0.0.dylib,1,0.00%
@loader_path/libusbmuxd.dylib,1,0.00%
@@HOMEBREW_CELLAR@@/aircrack-ng/1.6/lib/libaircrack-osdep-1.6.0.dylib,1,0.00%
/opt/local/libexec/qt5/lib/QtCore.framework/Versions/5/QtCore,1,0.00%
/opt/local/libexec/qt5/lib/QtGui.framework/Versions/5/QtGui,1,0.00%
/opt/local/libexec/qt5/lib/QtNetwork.framework/Versions/5/QtNetwork,1,0.00%
@executable_path/libfmodex.dylib,1,0.00%
/System/Library/Frameworks/GLUT.framework/Versions/A/GLUT,1,0.00%
/System/Library/Frameworks/QuickLookUI.framework/Versions/A/QuickLookUI,1,0.00%
/opt/local/libexec/qt5/lib/QtPrintSupport.framework/Versions/5/QtPrintSupport,1,0.00%
/opt/local/libexec/qt5/lib/QtWidgets.framework/Versions/5/QtWidgets,1,0.00%
/usr/local/lib/libqrencode.3.dylib,1,0.00%
libboost_program_options-mt.dylib,1,0.00%
@loader_path/../Frameworks/libboost_log-mt.dylib,1,0.00%
/rsu/lib/libz.1.dylib,1,0.00%
/usr/local/opt/qt5/lib/QtTest.framework/Versions/5/QtTest,1,0.00%
@executable_path/../Frameworks/libprotobuf.12.dylib,1,0.00%
@executable_path/dependencies/lib/libcurl.4.dylib,1,0.00%
/usr/local/lib/libprotobuf.9.dylib,1,0.00%
/usr/local/lib/libevent_pthreads-2.0.5.dylib,1,0.00%
/usr/local/lib/libevent-2.0.5.dylib,1,0.00%
/usr/local/opt/protobuf/lib/libprotobuf.22.dylib,1,0.00%
/usr/local/lib/libidn.11.dylib,1,0.00%
@executable_path/dependencies/lib/libjansson.4.dylib,1,0.00%
/usr/local/Cellar/aircrack-ng/1.6/lib/libaircrack-osdep-1.6.0.dylib,1,0.00%
@executable_path/dependencies/lib/libusb-1.0.0.dylib,1,0.00%
/usr/local/opt/nanomsg/lib/libnanomsg.5.0.0.dylib,1,0.00%
@executable_path/../Frameworks/libpcsclite.1.dylib,1,0.00%
@@HOMEBREW_CELLAR@@/aircrack-ng/1.7/lib/libaircrack-osdep-1.7.0.dylib,1,0.00%
@executable_path/../Frameworks/QtWidgets.framework/QtWidgets,1,0.00%
/opt/local/lib/libncurses.5.dylib,1,0.00%
/Users/hem/git/securaze_mobileplatform/ios/osx/libimobiledevice-build/lib/libusbmuxd-2.0.6.dylib,1,0.00%
/Users/hem/git/securaze_mobileplatform/ios/osx/libimobiledevice-build/lib/libplist-2.0.4.dylib,1,0.00%
/Users/hem/git/securaze_mobileplatform/ios/osx/libimobiledevice-build/lib/libirecovery-1.0.3.dylib,1,0.00%
/Users/hem/git/securaze_mobileplatform/ios/osx/libimobiledevice-build/lib/libimobiledevice-glue-1.0.0.dylib,1,0.00%
/Users/hem/git/securaze_mobileplatform/ios/osx/libimobiledevice-build/lib/libimobiledevice-1.0.6.dylib,1,0.00%
/opt/homebrew/opt/libnatpmp/lib/libnatpmp.1.dylib,1,0.00%
/opt/homebrew/opt/gmp/lib/libgmp.10.dylib,1,0.00%
@rpath/lz4.framework/Versions/A/lz4,1,0.00%
/home/ubuntu/build/unigrid/depends/x86_64-apple-darwin11/lib/libcurl.4.dylib,1,0.00%
/usr/local/opt/protobuf/lib/libprotobuf.14.dylib,1,0.00%
@rpath/libusbmuxd.6.dylib,1,0.00%
@rpath/libtasn1.6.dylib,1,0.00%
/usr/local/opt/qt5/lib/QtNetwork.framework/Versions/5/QtNetwork,1,0.00%
@rpath/Charts.framework/Versions/A/Charts,1,0.00%
@loader_path/../Frameworks/libboost_locale-mt.dylib,1,0.00%
@executable_path/libs/libc++.1.dylib,1,0.00%
/rsu/lib/libcurl.4.dylib,1,0.00%
/rsu/lib/libcompression.dylib,1,0.00%
/usr/local/opt/gmp/lib/libgmpxx.4.dylib,1,0.00%
@rpath/DateTools.framework/Versions/A/DateTools,1,0.00%
@loader_path/../Frameworks/libMoltenVK.dylib,1,0.00%
@executable_path/../libs/libevent-2.1.7.dylib,1,0.00%
@rpath/MacCleanerAnalytics.framework/Versions/A/MacCleanerAnalytics,1,0.00%
@executable_path/../libs/libdb_cxx-6.2.dylib,1,0.00%
@executable_path/../libs/libcrypto.1.1.dylib,1,0.00%
@loader_path/../Frameworks/libcurl.4.dylib,1,0.00%
@loader_path/../Frameworks/libchartdir.6.dylib,1,0.00%
@loader_path/../Frameworks/MGTwitterEngine.framework/Versions/A/MGTwitterEngine,1,0.00%
@loader_path/../Frameworks/libminiupnpc.16.dylib,1,0.00%
@loader_path/../Frameworks/libdb_cxx-4.8.dylib,1,0.00%
@executable_path/../Frameworks/boost_libs/libboost_thread.dylib,1,0.00%
@executable_path/../Frameworks/boost_libs/libboost_system.dylib,1,0.00%
@executable_path/../Frameworks/boost_libs/libboost_serialization.dylib,1,0.00%
@executable_path/../Frameworks/boost_libs/libboost_regex.dylib,1,0.00%
@executable_path/../Frameworks/boost_libs/libboost_program_options.dylib,1,0.00%
@executable_path/../Frameworks/boost_libs/libboost_filesystem.dylib,1,0.00%
@executable_path/../Frameworks/boost_libs/libboost_date_time.dylib,1,0.00%
@executable_path/../Frameworks/boost_libs/libboost_chrono.dylib,1,0.00%
/usr/local/opt/qt@5.5/lib/QtPrintSupport.framework/Versions/5/QtPrintSupport,1,0.00%
/opt/homebrew/opt/gettext/lib/libintl.8.dylib,1,0.00%
/opt/homebrew/opt/bdw-gc/lib/libgc.1.dylib,1,0.00%
/opt/homebrew/opt/libpng/lib/libpng16.16.dylib,1,0.00%
@executable_path/libs/libmicrohttpd.12.dylib,1,0.00%
@rpath/libplist.3.dylib,1,0.00%
@rpath/libirecovery.3.dylib,1,0.00%
@rpath/libimobiledevice.6.dylib,1,0.00%
@rpath/libgnutls.30.dylib,1,0.00%
/usr/local/opt/cryptopp/lib/libcryptopp.dylib,1,0.00%
/usr/local/opt/jsoncpp/lib/libjsoncpp.11.dylib,1,0.00%
/usr/local/opt/leveldb/lib/libleveldb.1.20.dylib,1,0.00%
@executable_path/../Frameworks/CocoaEx.framework/Versions/A/CocoaEx,1,0.00%
@executable_path/../Frameworks/CocoaUpdater.framework/Versions/A/CocoaUpdater,1,0.00%
@executable_path/jansson/lib/libjansson.4.dylib,1,0.00%
@executable_path/curl/lib/libcurl.4.dylib,1,0.00%
@executable_path/../libs/libboost_chrono-mt.dylib,1,0.00%
@loader_path/libclamav.7.dylib,1,0.00%
/usr/local/opt/qt@5.5/lib/QtNetwork.framework/Versions/5/QtNetwork,1,0.00%
/usr/local/opt/qt@5.5/lib/QtDBus.framework/Versions/5/QtDBus,1,0.00%
/opt/local/lib/libqrencode.4.dylib,1,0.00%
@loader_path/libpcre2-8.0.dylib,1,0.00%
@rpath/QtDBus.framework/Versions/5/QtDBus,1,0.00%
/usr/local/opt/libssh2/lib/libssh2.1.dylib,1,0.00%
/usr/local/opt/libzip/lib/libzip.4.dylib,1,0.00%
@rpath/QtWebView.framework/Versions/5/QtWebView,1,0.00%
/usr/local/lib/libipatcher.0.dylib,1,0.00%
@rpath/QtQuickWidgets.framework/Versions/5/QtQuickWidgets,1,0.00%
@executable_path/../Frameworks/libboost_atomic-mt.dylib,1,0.00%
@loader_path/../Frameworks/libboost_atomic-mt.dylib,1,0.00%
@loader_path/../Frameworks/LoggerFramework-fix.framework/Versions/A/LoggerFramework-fix,1,0.00%
@loader_path/../Frameworks/libboost_chrono-mt.dylib,1,0.00%
@loader_path/../Frameworks/libboost_date_time-mt.dylib,1,0.00%
@executable_path/../Frameworks/libmpg123.0.dylib,1,0.00%
/Applications/MacMiner.app/Contents/Resources/libidn/lib/libidn.11.dylib,1,0.00%
@executable_path/../Frameworks/libjsoncpp.25.dylib,1,0.00%
/usr/local/Cellar/cpp-ethereum/1.3.0/lib/libscrypt.dylib,1,0.00%
/usr/local/Cellar/cpp-ethereum/1.3.0/lib/libp2p.dylib,1,0.00%
/usr/local/Cellar/cpp-ethereum/1.3.0/lib/libevmjit.0.9.dylib,1,0.00%
/usr/local/Cellar/cpp-ethereum/1.3.0/lib/libethash-cl.dylib,1,0.00%
@rpath/libgcrypt.20.dylib,1,0.00%
@rpath/OSXTableKit.framework/Versions/A/OSXTableKit,1,0.00%
/usr/local/opt/openssl@1.0/lib/libssl.1.0.0.dylib,1,0.00%
/usr/local/opt/openssl@1.0/lib/libcrypto.1.0.0.dylib,1,0.00%
/usr/local/opt/boost@1.55/lib/libboost_chrono-mt.dylib,1,0.00%
@executable_path/lib/Python,1,0.00%
@executable_path/libmozglue.dylib,1,0.00%
@executable_path/../Frameworks/libarchive.13.dylib,1,0.00%
/usr/local/opt/protobuf/lib/libprotobuf.32.dylib,1,0.00%
/opt/local/lib/libqrencode.3.dylib,1,0.00%
/usr/local/Cellar/cpp-ethereum/1.3.0/lib/libdevcore.dylib,1,0.00%
/usr/local/Cellar/cpp-ethereum/1.3.0/lib/libdevcrypto.dylib,1,0.00%
/usr/local/Cellar/cpp-ethereum/1.3.0/lib/libethash.dylib,1,0.00%
@loader_path/../../../common.bundle/lib/libCommonTools.dylib,1,0.00%
/usr/local/Cellar/gcc48/4.8.0/gcc/lib/libgcc_s.1.dylib,1,0.00%
/usr/local/Cellar/cpp-ethereum/1.3.0/lib/libethashseal.dylib,1,0.00%
/usr/local/opt/boost/lib/libboost_coroutine.dylib,1,0.00%
@executable_path/libmicrohttpd/lib/libmicrohttpd.12.dylib,1,0.00%
/usr/local/Cellar/cpp-ethereum/1.3.0/lib/libethcore.dylib,1,0.00%
/usr/local/Cellar/cpp-ethereum/1.3.0/lib/libethereum.dylib,1,0.00%
/usr/local/Cellar/cpp-ethereum/1.3.0/lib/libevm.dylib,1,0.00%
/usr/local/Cellar/cpp-ethereum/1.3.0/lib/libevmcore.dylib,1,0.00%
/usr/local/lib/libboost_system.dylib,1,0.00%
@executable_path/MobileDevice,1,0.00%
@executable_path/../MonoBundle/libivpn.dylib,1,0.00%
@loader_path/../../../common.bundle/lib/libIpc.dylib,1,0.00%
@rpath/EVKit.framework/Versions/A/EVKit,1,0.00%
